Gene	Missense_Path	Total_Path	Percent_Missense_Path
KISS1R	4	6	66.67
KIT	41	58	70.69
KITLG	4	6	66.67
KIZ	0	3	0.0
KL	1	1	100.0
KLC2	0	1	0.0
KLF11	1	1	100.0
KLF1	9	14	64.29
KLF6	5	6	83.33
KLHDC8B	0	1	0.0
KLHL10	2	2	100.0
KLHL15	1	1	100.0
KLHL24	5	5	100.0
KLHL3	25	30	83.33
KLHL40	5	10	50.0
KLHL41	1	7	14.29
KLHL7	8	12	66.67
KLHL9	1	1	100.0
KLK4	0	3	0.0
KLKB1	1	5	20.0
KMT2A	22	111	19.82
LOC101929089	0	6	0.0
KMT2B	2	20	10.0
KMT2C	2	16	12.5
KMT2D	26	328	7.93
KMT5B	2	9	22.22
KNG1	0	1	0.0
KNL1	1	9	11.11
KNSTRN	1	1	100.0
KPNA7	0	1	0.0
KPTN	0	5	0.0
KRAS	42	52	80.77
KREMEN1	1	1	100.0
KRIT1	4	65	6.15
KRT10	0	2	0.0
TMEM99	12	18	66.67
KRT12	9	9	100.0
KRT13	2	2	100.0
KRT14	19	24	79.17
KRT16	16	18	88.89
KRT17	12	15	80.0
KRT1	16	19	84.21
KRT25	2	2	100.0
KRT2	9	9	100.0
KRT3	3	3	100.0
KRT4	1	3	33.33
KRT5	27	35	77.14
KRT6A	16	19	84.21
KRT6B	3	4	75.0
KRT6C	1	3	33.33
KRT71	1	1	100.0
KRT74	2	2	100.0
KRT86	2	3	66.67
KRT83	3	4	75.0
KRT86	6	6	100.0
KRT8	1	1	100.0
KRT9	11	11	100.0
KYNU	1	3	33.33
L1CAM	19	70	27.14
L2HGDH	5	14	35.71
LACC1	1	1	100.0
LAGE3	2	3	66.67
LAMA1	3	24	12.5
LOC101927188	0	3	0.0
LAMA2	10	154	6.49
LAMA3	2	86	2.33
LAMA4	2	3	66.67
LAMA5	1	1	100.0
LAMB1	3	8	37.5
LAMB2	5	15	33.33
LAMB3	3	73	4.11
MIR4260	0	1	0.0
LAMC2	2	51	3.92
LAMC3	0	5	0.0
LAMP2	3	50	6.0
LARGE1	3	6	50.0
LARP7	1	6	16.67
LOC109864269	0	11	0.0
MIR302D	0	1	0.0
LARS2	6	8	75.0
LARS2-AS1	2	3	66.67
LARS	4	6	66.67
LAS1L	2	3	66.67
LAT	0	1	0.0
LBR	10	19	52.63
LCA5	0	9	0.0
LCAT	10	15	66.67
SLC12A4	1	1	100.0
LCK	1	1	100.0
LCT	2	10	20.0
LDB3	2	5	40.0
LOC110121486	0	4	0.0
LDLR	298	1158	25.73
MIR6886	0	1	0.0
LDLRAP1	2	10	20.0
LEFTY2	1	1	100.0
LEMD2	1	1	100.0
LEMD3	1	6	16.67
LEP	3	3	100.0
LEPR	1	3	33.33
LFNG	1	1	100.0
LGI1	4	22	18.18
LGI4	4	9	44.44
LHB	2	6	33.33
STON1-GTF2A1L	23	29	79.31
LHFPL5	5	5	100.0
LHX3	2	7	28.57
LHX4	1	3	33.33
ACBD6	3	5	60.0
LIAS	2	9	22.22
LIFR	1	9	11.11
LIG4	6	17	35.29
LIM2	2	2	100.0
LIMS2	1	1	100.0
LINGO1	2	2	100.0
LINS1	1	8	12.5
LIPA	4	22	18.18
LIPC	1	1	100.0
LIPE-AS1	0	2	0.0
LIPH	3	5	60.0
MITD1	4	7	57.14
LIPT2	0	1	0.0
LOC100287896	1	2	50.0
LITAF	5	10	50.0
LMAN1	1	5	20.0
LMAN2L	1	1	100.0
ZRS	0	11	0.0
LMBRD1	0	1	0.0
LMF1	0	2	0.0
LMNA	102	219	46.58
LMNB2	1	1	100.0
LMOD1	0	1	0.0
LMOD3	0	7	0.0
LMX1A	1	1	100.0
LMX1B	8	19	42.11
LNPK	0	2	0.0
LOC110806306	0	1	0.0
LOC111365204	0	3	0.0
LONP1	5	9	55.56
LOR	0	1	0.0
LOX	0	1	0.0
SRFBP1	1	5	20.0
LOXHD1	1	21	4.76
LPA	0	1	0.0
LPIN1	0	5	0.0
LPIN2	2	9	22.22
LPL	27	34	79.41
LRAT	2	6	33.33
LRBA	1	14	7.14
MAB21L2	5	6	83.33
LRIG2	1	5	20.0
LRIT3	1	4	25.0
LRMDA	1	2	50.0
LOC110121427	0	2	0.0
LRP1	1	1	100.0
LRP2	4	24	16.67
LRP4	8	10	80.0
LRP5	12	56	21.43
LRP6	8	19	42.11
LRPAP1	0	4	0.0
LRPPRC	7	54	12.96
LRRC6	0	10	0.0
LRRCC1	0	1	0.0
LRRK1	0	1	0.0
LRRK2	11	14	78.57
LRSAM1	3	15	20.0
LRTOMT	3	5	60.0
LSS	2	2	100.0
LTBP2	8	14	57.14
LTBP3	2	15	13.33
LTBP4	1	9	11.11
LYRM4-AS1	0	1	0.0
LYRM7	1	5	20.0
LYST	9	49	18.37
LYZ	5	5	100.0
LZTFL1	1	5	20.0
LZTR1	15	34	44.12
LZTS1	2	2	100.0
MACF1	5	5	100.0
MAD1L1	0	2	0.0
MAD2L2	1	1	100.0
MADD	0	1	0.0
MAF	15	17	88.24
WWOX	2	3	66.67
MAFA	1	1	100.0
MAFB	7	11	63.64
MAG	2	3	66.67
MAGED2	1	6	16.67
MAGEL2	1	21	4.76
MAGI2	0	2	0.0
MAGI2-AS3	0	1	0.0
MAGT1	0	5	0.0
MAK	5	9	55.56
MALT1	2	2	100.0
MAMLD1	0	4	0.0
MAN1B1	3	7	42.86
MAN2B1	4	58	6.9
MANBA	1	9	11.11
MAOA	2	6	33.33
MAP1B	0	4	0.0
MAP2K1	36	39	92.31
SNAPC5	1	1	100.0
MAP2K2	18	18	100.0
MAP3K1	8	9	88.89
MAP3K20	0	3	0.0
MAP3K20-AS1	1	1	100.0
MAP3K6	0	1	0.0
MAP3K7	9	12	75.0
MAP4K4	1	1	100.0
MAPK1	2	2	100.0
MAPK7	3	3	100.0
MAPK8IP1	1	1	100.0
MAPKAPK3	1	1	100.0
MAPKBP1	1	6	16.67
MAPRE2	2	4	50.0
MAPT	12	22	54.55
MARS2	3	6	50.0
MARS	6	7	85.71
MARVELD2	0	5	0.0
MASP1	0	8	0.0
MAST1	1	1	100.0
MAT1A	12	13	92.31
MATN3	6	6	100.0
LOC101928222	1	1	100.0
MATN4	1	1	100.0
MATR3	1	4	25.0
MAX	0	7	0.0
LOC100506321	0	3	0.0
MBD5	0	28	0.0
MBL2	2	2	100.0
MBOAT7	0	5	0.0
MBTPS2	11	12	91.67
MC1R	1	3	33.33
MC2R	13	20	65.0
MC4R	22	30	73.33
MCC	2	2	100.0
MCCC1	6	37	16.22
MCCC2	9	23	39.13
MCEE	0	1	0.0
MCFD2	3	5	60.0
MCIDAS	2	4	50.0
MCM2	1	2	50.0
MCM3AP	6	8	75.0
MCM5	1	2	50.0
AP4M1	0	1	0.0
MCM8	1	4	25.0
MCM9	0	3	0.0
MCOLN1	11	43	25.58
MCPH1	2	12	16.67
MCPH1-AS1	0	1	0.0
MDH2	2	4	50.0
PPP2R5D	6	7	85.71
MECOM	3	3	100.0
MECP2	44	415	10.6
MECR	3	5	60.0
MED12	21	28	75.0
MED13L	18	80	22.5
MED17	3	4	75.0
MED23	4	10	40.0
MED25	2	4	50.0
MEF2A	2	2	100.0
MEF2C	11	32	34.38
MEF2C-AS2	1	1	100.0
MEFV	6	22	27.27
MEGF10	4	19	21.05
MEGF8	2	4	50.0
MEIOB	1	1	100.0
MEIS2	3	7	42.86
MEN1	48	238	20.17
MEOX1	0	1	0.0
MERTK	2	18	11.11
MESP2	3	18	16.67
MEST	1	1	100.0
MET	16	16	100.0
METTL23	0	8	0.0
DCAF17	0	1	0.0
MFAP5	0	2	0.0
MFF	0	4	0.0
MFN2	49	62	79.03
C1QTNF5	7	26	26.92
MFSD2A	4	4	100.0
MFSD8	9	26	34.62
MGAT2	3	5	60.0
MGME1	0	3	0.0
MGP	1	4	25.0
MIB1	2	3	66.67
MICALL2	1	1	100.0
MICU1	1	10	10.0
MID1	4	20	20.0
LOC101928335	1	1	100.0
MINPP1	2	2	100.0
MIP	5	11	45.45
MIPEP	1	2	50.0
MIR181A1HG	0	4	0.0
MIR96	0	2	0.0
MITF	12	27	44.44
MKKS	2	17	11.76
MKRN3	2	6	33.33
MKS1	5	42	11.9
MLC1	11	35	31.43
MLH1	39	749	5.21
MLH3	1	6	16.67
MLLT1	1	1	100.0
MLPH	2	3	66.67
MLYCD	5	9	55.56
MMAA	15	58	25.86
MMAB	7	21	33.33
MMACHC	10	55	18.18
MMADHC	3	15	20.0
MME	2	13	15.38
MMP13	4	7	57.14
MMP14	1	1	100.0
MMP20	2	4	50.0
MMP21	0	4	0.0
MMP2	3	6	50.0
MMP9	1	1	100.0
MMUT	74	146	50.68
MNX1	1	5	20.0
MNX1-AS2	1	4	25.0
MOCOS	2	3	66.67
MOCS1	1	7	14.29
MOCS2	2	10	20.0
MOG	0	1	0.0
MOGS	3	6	50.0
MORC2	6	6	100.0
MPC1	3	3	100.0
MPDU1	4	5	80.0
LOC100996842	1	1	100.0
MPDZ	2	11	18.18
MPI	3	25	12.0
MPIG6B	0	1	0.0
MPL	10	19	52.63
MPLKIP	1	7	14.29
MPO	3	5	60.0
LOC106694316	4	6	66.67
MPP4	1	1	100.0
MPV17	12	31	38.71
MPZ	64	92	69.57
MPZL2	0	2	0.0
MRAP	0	3	0.0
MRAS	0	1	0.0
MRE11	3	51	5.88
MRI1	1	1	100.0
MRPL3	1	2	50.0
MRPL44	1	1	100.0
DNAJC9-AS1	0	2	0.0
MRPS22	4	7	57.14
LOC101928525	3	3	100.0
MRPS34	1	4	25.0
MRPS7	1	1	100.0
MSH2	64	752	8.51
MSH3	0	4	0.0
MSH5-SAPCD1	1	1	100.0
MSH6	16	608	2.63
MSL3	1	9	11.11
MSMO1	3	3	100.0
MSN	1	2	50.0
MSR1	1	2	50.0
MSRB3	1	4	25.0
C2orf88	0	1	0.0
MSTO1	4	7	57.14
MSX1	5	11	45.45
MSX2	3	5	60.0
MT-ATP6	0	13	0.0
MT-ATP8	0	2	0.0
MT-ATP8	0	1	0.0
MT-CO3	0	1	0.0
MT-ATP8	0	1	0.0
MT-CO1	0	10	0.0
MT-TS1	0	4	0.0
MT-CO2	0	6	0.0
MT-CO3	0	8	0.0
MT-CYB	0	64	0.0
MT-ND1	0	21	0.0
MT-ND2	0	6	0.0
MT-ND3	0	6	0.0
MT-ND4	0	6	0.0
MT-ND5	0	1	0.0
MT-ND4L	0	2	0.0
MT-ND5	0	10	0.0
MT-TL1	0	2	0.0
MT-ND6	0	15	0.0
MT-RNR1	0	2	0.0
MT-RNR2	0	2	0.0
MT-TA	0	4	0.0
MT-TC	0	1	0.0
MT-TD	0	1	0.0
MT-TE	0	5	0.0
MT-TF	0	7	0.0
MT-TG	0	3	0.0
MT-TH	0	4	0.0
MT-TI	0	7	0.0
MT-TK	0	5	0.0
MT-TL1	0	12	0.0
MT-TL2	0	5	0.0
MT-TM	0	1	0.0
MT-TN	0	3	0.0
MT-TP	0	2	0.0
MT-TQ	0	2	0.0
MT-TR	0	2	0.0
MT-TS1	0	6	0.0
MT-TS2	0	2	0.0
MT-TT	0	5	0.0
MT-TV	0	3	0.0
MT-TW	0	8	0.0
MT-TY	0	4	0.0
MTFMT	6	14	42.86
MTHFD1	4	8	50.0
MTHFR	39	61	63.93
MTIF2	0	1	0.0
MTM1	50	154	32.47
MTMR2	0	11	0.0
MTO1	9	14	64.29
MTOR	20	20	100.0
MTOR-AS1	1	1	100.0
MTPAP	1	1	100.0
MTR	1	9	11.11
MTRR	2	5	40.0
MTSS1L	1	1	100.0
MTTP	3	8	37.5
MUSK	6	12	50.0
MUTYH	11	94	11.7
TOE1	0	3	0.0
MVD	2	2	100.0
MVK	16	31	51.61
MMAB	1	2	50.0
MXI1	2	3	66.67
MXRA8	1	1	100.0
MYBPC1	6	7	85.71
MYBPC3	52	421	12.35
MYC	10	10	100.0
MYCN	1	19	5.26
MYCNOS	0	6	0.0
MYD88	1	4	25.0
SLC24A5	2	7	28.57
MYF5	1	2	50.0
MYF6	1	1	100.0
MYH10	0	1	0.0
MYH11	3	8	37.5
NDE1	1	4	25.0
MYH14	4	6	66.67
MYHAS	6	25	24.0
MYH3	17	21	80.95
MYH6	8	12	66.67
MYH7	219	242	90.5
MHRT	23	29	79.31
MYHAS	1	1	100.0
MYH9	18	23	78.26
MYL2	15	16	93.75
MYL3	9	11	81.82
MYL4	1	1	100.0
MYLK2	1	1	100.0
MYLK	0	12	0.0
MYMK	5	5	100.0
MYO15A	24	88	27.27
MYO18B	0	2	0.0
MYO1E	1	2	50.0
MYO3A	0	7	0.0
MYO5A	1	3	33.33
MYO5B	4	7	57.14
SNHG22	0	2	0.0
MYO6	5	21	23.81
MYO7A	55	203	27.09
MYOC	16	18	88.89
MYOCD	1	1	100.0
MYOM1	1	1	100.0
MYOT	0	5	0.0
MYOZ2	1	1	100.0
MYPN	0	7	0.0
MYRF	1	1	100.0
MYSM1	1	2	50.0
MYT1L	3	16	18.75
NAA10	8	15	53.33
NAA15	0	10	0.0
NACC1	1	1	100.0
NADK2	0	1	0.0
NAGA	4	7	57.14
NAGLU	23	68	33.82
NAGS	4	12	33.33
NALCN	26	41	63.41
NANOS1	0	2	0.0
NARS2	6	12	50.0
NAT8L	0	1	0.0
NAXE	2	8	25.0
NBAS	10	22	45.45
NBEAL2	3	10	30.0
NBN	1	147	0.68
NCAPD2	0	3	0.0
NCAPD3	1	3	33.33
NCAPH	1	1	100.0
LOC106029312	2	8	25.0
NCF2	1	17	5.88
NCF4-AS1	1	4	25.0
NCLN	0	1	0.0
NCOR1	1	1	100.0
NLRP7	4	6	66.67
NCSTN	0	6	0.0
NDE1	0	3	0.0
NDP-AS1	23	29	79.31
NDRG1	0	3	0.0
NDST1	4	4	100.0
NDUFA10	3	5	60.0
NDUFA11	0	4	0.0
NDUFA12	0	1	0.0
NDUFA13	2	2	100.0
NDUFA1	3	3	100.0
TMCO6	1	1	100.0
NDUFA6	2	6	33.33
NDUFA9	1	2	50.0
NDUFAF1	5	6	83.33
NDUFAF2	2	8	25.0
NDUFAF3	2	6	33.33
NDUFAF4	1	1	100.0
NDUFAF5	5	8	62.5
NDUFAF6	3	17	17.65
NDUFAF7	0	2	0.0
NDUFB11	1	4	25.0
NDUFB3	0	1	0.0
NDUFB8	3	4	75.0
NDUFB9	2	3	66.67
TATDN1	1	1	100.0
NDUFS1	14	22	63.64
NDUFS2	5	5	100.0
NDUFS3	6	7	85.71
NDUFS4	1	9	11.11
NDUFS6	3	3	100.0
NDUFS7	4	4	100.0
NDUFS8	11	11	100.0
NDUFV1	13	17	76.47
NDUFV2	0	1	0.0
NDUFV2-AS1	1	2	50.0
NEB	1	188	0.53
RIF1	1	94	1.06
NECTIN1	0	3	0.0
NECTIN3	1	1	100.0
NECTIN4	4	6	66.67
NEDD4L	4	4	100.0
NEFH	0	4	0.0
NEFL	16	23	69.57
NEK1	6	20	30.0
NEK2	0	1	0.0
NEK4	0	1	0.0
NEK8	5	15	33.33
NEK9	4	6	66.67
NEU1	11	18	61.11
NEUROD1	1	3	33.33
NEUROG3	2	3	66.67
NEXMIF	0	41	0.0
NEXN	3	5	60.0
NF1	107	985	10.86
LOC108281182	0	1	0.0
LOC111811965	4	7	57.14
NF2	1	58	1.72
NFE2L2	4	9	44.44
NFIA	2	14	14.29
NFIB	3	6	50.0
NFIX	8	41	19.51
NFKB1	0	8	0.0
NFKB2	2	6	33.33
NFKBIA	1	5	20.0
NFU1	2	5	40.0
NGF	1	1	100.0
NGLY1	4	25	16.0
NHEJ1	3	13	23.08
NHLRC1	6	14	42.86
NHP2	0	4	0.0
NHS	1	28	3.57
NID1	1	2	50.0
NIN	1	3	33.33
NIPA1	2	3	66.67
NIPA2	1	1	100.0
NIPAL4	2	4	50.0
NIPBL	55	284	19.37
CPLANE1	0	10	0.0
NKX2-1-AS1	1	1	100.0
SFTA3	7	26	26.92
NKX2-5	3	43	6.98
NKX2-6	1	2	50.0
NKX3-2	0	4	0.0
NKX6-2	1	4	25.0
NLGN3	1	2	50.0
NLGN4X	1	2	50.0
NLRC4	0	5	0.0
NLRP12	1	12	8.33
NLRP1	4	4	100.0
NLRP3	19	20	95.0
NLRP7	1	5	20.0
NME8	0	1	0.0
NMNAT1	12	15	80.0
NMNAT2	1	2	50.0
NNT	7	12	58.33
NOBOX	4	5	80.0
NOD2	10	11	90.91
NODAL	1	2	50.0
NOG	15	17	88.24
NOL3	1	1	100.0
NONO	1	10	10.0
NOP10	1	1	100.0
NOTCH1	19	50	38.0
NOTCH2	9	31	29.03
NOTCH3	94	106	88.68
LOC101927142	1	1	100.0
NPC1	48	141	34.04
NPC2	8	18	44.44
NPHP1	2	9	22.22
NPHP3-ACAD11	7	32	21.88
NPHP3-AS1	1	3	33.33
NPHP4	3	16	18.75
NPHS1	57	152	37.5
KIRREL2	0	4	0.0
NPHS2	5	29	17.24
AXDND1	6	16	37.5
NPM1	0	8	0.0
NPPA-AS1	1	2	50.0
NPR2	16	27	59.26
SPAG8	2	4	50.0
NPRL2	1	4	25.0
HBA-LCR	0	16	0.0
NQO1	0	1	0.0
NR0B1	16	61	26.23
LOC108410393	0	1	0.0
NUDC	1	2	50.0
NR1H3	1	1	100.0
NR1H4	0	4	0.0
NR2E3	9	15	60.0
NR2F1	16	20	80.0
NR2F2	4	10	40.0
NR3C1	5	10	50.0
NR3C2	6	18	33.33
NR4A2	0	1	0.0
NR5A1	15	24	62.5
NRAS	24	27	88.89
NRIP1	0	1	0.0
NRL	2	8	25.0
PCK2	0	3	0.0
NRP2	0	1	0.0
NRXN1	0	13	0.0
NRXN3	2	3	66.67
NSD1	80	309	25.89
NSD2	0	1	0.0
NSDHL	5	15	33.33
NSMCE2	0	2	0.0
NSUN2	1	6	16.67
NT5C2	0	8	0.0
NT5C3A	3	10	30.0
NT5E	1	2	50.0
NTF4	2	2	100.0
NTHL1	0	4	0.0
NTRK1	13	32	40.62
NTRK2	3	4	75.0
NUBPL	2	7	28.57
NUCB2	0	1	0.0
NUP107	4	6	66.67
NUP155	1	1	100.0
NUP205	1	1	100.0
NUP214	1	2	50.0
IL4I1	1	1	100.0
NUP93	3	5	60.0
NUP98	1	1	100.0
NUS1	1	3	33.33
NXN	0	1	0.0
NYX	5	11	45.45
OAT	24	62	38.71
OBSCN	0	1	0.0
OBSL1	0	10	0.0
OCA2	15	33	45.45
OCLN	0	8	0.0
OCRL	13	32	40.62
ODAPH	0	1	0.0
OFD1	11	138	7.97
OGDHL	1	1	100.0
OGG1	1	1	100.0
OGT	2	3	66.67
OLFML2B	8	8	100.0
OPA1	33	97	34.02
OPA1-AS1	0	1	0.0
OPA3	0	13	0.0
OPCML	0	1	0.0
OPHN1	5	16	31.25
OPLAH	3	5	60.0
OPN1LW	2	3	66.67
OPN1MW	4	5	80.0
OPN1SW	3	3	100.0
OPTN	2	4	50.0
LOC108903148	2	4	50.0
ORAI1	7	9	77.78
ORC1	4	6	66.67
ORC4	0	3	0.0
ORC6	4	7	57.14
OSBPL2	0	2	0.0
OSGEP	6	6	100.0
LOC107372315	5	5	100.0
NBN	0	2	0.0
OSMR	5	5	100.0
OSTM1	0	3	0.0
OTC	221	336	65.77
OTOA	3	10	30.0
OTOF	28	95	29.47
OTOG	1	16	6.25
OTOGL	0	19	0.0
USH1G	0	2	0.0
OTUD6B	2	6	33.33
OTULIN	2	4	50.0
OTX2	4	19	21.05
OVOL2	0	4	0.0
OXCT1	4	5	80.0
P2RX2	0	2	0.0
MED12L	3	3	100.0
P3H1	1	18	5.56
P3H2	2	7	28.57
P4HA2	2	3	66.67
P4HB	1	1	100.0
BCL2L2-PABPN1	1	5	20.0
PACS1	1	2	50.0
PACS2	1	1	100.0
PADI3	3	3	100.0
PADI6	2	5	40.0
PAFAH1B1	32	109	29.36
PAH	138	243	56.79
PAK3	5	7	71.43
PALB2	2	384	0.52
CORO7-PAM16	1	1	100.0
PANK2	5	35	14.29
PAPSS2	1	13	7.69
PARD3	2	2	100.0
PARK7	5	7	71.43
PARN	3	13	23.08
PARS2	0	2	0.0
PATL2	2	6	33.33
PAX1	1	2	50.0
PAX2	8	27	29.63
LOC110120845	0	1	0.0
PAX3	20	43	46.51
CCDC140	0	2	0.0
PAX4	0	3	0.0
PAX6	14	124	11.29
PAX8-AS1	7	8	87.5
PAX9	7	12	58.33
PBRM1	0	1	0.0
PBX1	4	9	44.44
PC	15	27	55.56
PCARE	1	16	6.25
PCBD1	0	5	0.0
PCCA	16	53	30.19
PCCB	13	53	24.53
PCDH12	0	1	0.0
PCDH15	5	90	5.56
LOC105378311	0	3	0.0
PCDH19	32	107	29.91
PCDHB4	0	1	0.0
PCK1	1	1	100.0
PCLO	0	1	0.0
PCNA	1	1	100.0
PCNT	0	43	0.0
LOC101929710	2	4	50.0
PCSK9	19	25	76.0
PCYT1A	7	12	58.33
PDCD10	0	12	0.0
PDE10A	5	5	100.0
PDE11A	0	6	0.0
LOC105373764	0	1	0.0
PDE3A	6	6	100.0
PDE4D	13	13	100.0
PDE6A	3	16	18.75
PDE6B	7	31	22.58
PDE6C	11	31	35.48
PDE6D	0	1	0.0
PDE6H	0	1	0.0
PDE8B	0	3	0.0
PDGFB	3	6	50.0
PDGFRA	13	20	65.0
PDGFRB	11	13	84.62
PDGFRL	1	1	100.0
PDHA1	29	62	46.77
PDHA2	1	1	100.0
PDHB	2	4	50.0
PDHX	1	12	8.33
PDIA3	1	1	100.0
PDK3	1	1	100.0
PDLIM3	0	1	0.0
PDP1	0	4	0.0
PDPR	1	1	100.0
PDSS1	1	5	20.0
PDSS2	3	6	50.0
PDX1	7	9	77.78
PDYN-AS1	4	4	100.0
PDZD7	4	9	44.44
PDZRN3	1	1	100.0
PEPD	5	11	45.45
PER2	1	1	100.0
PER3	2	2	100.0
PET100	1	2	50.0
PEX10	1	28	3.57
PLCH2	1	2	50.0
PEX11B	0	4	0.0
PEX12	1	34	2.94
PEX13	2	6	33.33
PEX14	0	1	0.0
PEX16	1	5	20.0
PEX19	0	1	0.0
PEX1	4	77	5.19
GATAD1	1	24	4.17
PEX26	4	11	36.36
PEX2	3	15	20.0
PEX3	1	2	50.0
PEX5	2	8	25.0
PEX6	11	47	23.4
PEX7	6	37	16.22
PFKM	4	8	50.0
PFN1	5	5	100.0
PGAM2	2	4	50.0
PGAP1	0	15	0.0
PGAP2	0	5	0.0
PGAP3	2	17	11.76
PGK1	13	15	86.67
PGM1	2	11	18.18
PGM3	5	11	45.45
DOP1A	2	3	66.67
PHEX	19	131	14.5
PHEX-AS1	1	3	33.33
PTCHD1-AS	24	98	24.49
PHF21A	0	1	0.0
PHF6	10	19	52.63
PHF8	1	8	12.5
PHGDH	8	11	72.73
PHIP	4	12	33.33
IRAK1BP1	1	8	12.5
PHKA1	2	6	33.33
PHKA2	9	29	31.03
PHKA2-AS1	2	3	66.67
PHKB	0	5	0.0
PHKG2	5	10	50.0
PHOX2A	1	1	100.0
PHOX2B	1	4	25.0
LOC110011216	0	4	0.0
PHYH	3	9	33.33
PHYKPL	1	2	50.0
PI4KA	1	3	33.33
PIAS1	1	1	100.0
PIBF1	2	3	66.67
PIEZO1	7	12	58.33
LOC100289580	2	8	25.0
PIEZO2	13	27	48.15
PIGA	1	23	4.35
C1orf105	3	4	75.0
PIGG	2	7	28.57
PIGL	1	5	20.0
PIGM	1	2	50.0
PIGN	5	27	18.52
PIGO	3	17	17.65
PIGQ	0	3	0.0
PIGS	2	5	40.0
PIGT	3	13	23.08
PIGV	8	8	100.0
PIGW	3	6	50.0
PYURF	1	2	50.0
PIH1D3	0	2	0.0
PLCZ1	1	1	100.0
PIK3CA	65	72	90.28
PIK3CD	5	5	100.0
PIK3R1	12	33	36.36
PIK3R2	8	8	100.0
PIK3R5	1	1	100.0
PIKFYVE	1	6	16.67
PINK1	2	5	40.0
PINK1-AS	6	10	60.0
PIP5K1C	1	1	100.0
PITPNM3	0	1	0.0
PITX1	1	3	33.33
PITX2	9	17	52.94
PITX3	1	3	33.33
PJVK	2	8	25.0
PKD1	37	207	17.87
LOC105371049	7	36	19.44
MIR1225	0	2	0.0
PKD1L1	1	2	50.0
PKD2	2	49	4.08
PKDCC	0	2	0.0
PKHD1	31	220	14.09
PKLR	9	11	81.82
PKP1	0	3	0.0
PKP2	11	120	9.17
PLA2G2A	0	1	0.0
PLA2G4A	2	2	100.0
PLA2G6	38	67	56.72
PLA2G7	1	2	50.0
PLAA	2	3	66.67
PLAG1	0	2	0.0
PLCB1	2	2	100.0
PLCB4	11	11	100.0
PLCD1	2	3	66.67
PLCE1	2	10	20.0
NOC3L	0	1	0.0
PLCE1-AS1	0	1	0.0
PLCG2	4	4	100.0
PLD1	2	4	50.0
PLD3	1	1	100.0
PLEC	1	35	2.86
PLEKHG2	1	1	100.0
PLEKHG5	4	13	30.77
PLEKHM1	1	3	33.33
PLG	5	10	50.0
PLK4	0	3	0.0
CEP85L	1	3	33.33
PLOD1	3	23	13.04
PLOD2	5	6	83.33
PLOD3	1	3	33.33
RAB9B	23	48	47.92
PLPBP	3	7	42.86
PLS3	0	1	0.0
PLXNA2	1	1	100.0
PMFBP1	0	3	0.0
PMM2	30	58	51.72
PMP22	12	33	36.36
PMP2	0	1	0.0
PMPCA	7	8	87.5
PMPCB	5	5	100.0
PMS2	2	231	0.87
PMVK	0	2	0.0
PNKD	2	2	100.0
CATIP-AS2	1	1	100.0
PNKP	2	31	6.45
PNLIP	1	2	50.0
PNP	5	8	62.5
PNPLA1	5	9	55.56
PNPLA2	2	13	15.38
PNPLA6	13	23	56.52
PNPLA8	0	1	0.0
PNPO	8	14	57.14
PNPT1	9	11	81.82
POC1A	2	4	50.0
POC1B	1	3	33.33
PODXL	0	1	0.0
POFUT1	0	3	0.0
POGLUT1	2	6	33.33
POGZ	4	44	9.09
POLA1	0	1	0.0
POLD1	0	1	0.0
POLE	6	8	75.0
MILR1	4	4	100.0
POLG	47	77	61.04
POLH	0	12	0.0
POLK	16	21	76.19
POLR1A	2	4	50.0
POLR1C	8	14	57.14
POLR1D	0	3	0.0
POLR3A	14	28	50.0
POLR3B	8	16	50.0
LOC100287944	1	2	50.0
POMC	0	7	0.0
POMGNT1	0	11	0.0
POMGNT2	2	5	40.0
POMK	2	6	33.33
POMP	0	5	0.0
POMT1	7	40	17.5
POMT2	10	42	23.81
POP1	4	5	80.0
POR	7	13	53.85
PORCN	6	16	37.5
POT1	0	1	0.0
POU1F1	10	19	52.63
POU3F3	0	2	0.0
POU3F4	9	25	36.0
POU4F3	5	9	55.56
POU6F2	1	1	100.0
PPA2	2	8	25.0
PPARG	6	17	35.29
PPIB	2	4	50.0
SNX22	0	4	0.0
PPM1D	0	15	0.0
PPOX	8	11	72.73
PPP1CB	8	8	100.0
PPP1R13L	0	1	0.0
PPP1R15B	1	1	100.0
PPP2R1A	7	7	100.0
PPP2R1B	0	1	0.0
PPP3CA	4	8	50.0
PPP6C	1	1	100.0
PPT1	21	83	25.3
PQBP1	2	14	14.29
PRB3	1	1	100.0
PRDM12	5	6	83.33
PRDM16	3	8	37.5
PRDM5	1	4	25.0
PRDM6	3	3	100.0
PRDM8	1	1	100.0
PRDX1	0	2	0.0
PREPL	0	12	0.0
PREX2	1	1	100.0
PRF1	15	23	65.22
PRICKLE1	2	2	100.0
PRICKLE2	0	1	0.0
PRICKLE2-AS1	1	1	100.0
PRIMPOL	0	1	0.0
PRKACA	0	1	0.0
PRKACG	1	1	100.0
PRKAG2	15	16	93.75
PRKAG3	1	1	100.0
PRKAR1A	3	52	5.77
FAM20A	0	11	0.0
DNAAF5	0	2	0.0
PRKCB	1	1	100.0
PRKCD	2	4	50.0
PRKCG	25	27	92.59
PRKCSH	0	9	0.0
PRKD1	2	2	100.0
